_kstep,_drift_rate,drift_total_K,in_lock_frac,in_lock_frac_last20,v_dev_rms_mV,v_dev_rms_mV_last20,v_dev_abs_max_mV,drop_loss_rms_pct,drop_loss_rms_pct_last20,drop_loss_abs_max_pct,energy_loss_pct,v_heater_drift_mV,frozen_v_dev_abs_max_mV,frozen_drop_loss_rms_pct,frozen_drop_loss_abs_max_pct,window_time_us,ss_acq_v_dev_mV,ss_acq_drop_ref_A,_wall_s
3,100.0,4.0200000000000005,0.33666666666666667,0.0,9.381208930727311,15.365286533511531,17.513427734372478,15.421789408171259,15.703534566608214,20.032137869157793,-7.356758802468333,-15.106201171875,2.608642578122544,36.947220178344054,59.17340355295299,134.0,-2.4117024739558395,1.8577681737673192e-05,277.69183549657464
3,250.0,10.05,0.23,0.0,15.925067002327054,25.120886460592708,27.181396484372566,45.157932969708966,61.73326622209776,66.47773349674456,38.641229105668614,-24.77416992187509,2.608642578122544,64.32389072571085,87.29927633391836,134.0,-2.4117024739558395,1.8577681737673192e-05,262.35108963400126
3,500.0,20.1,1.0,1.0,2.297889154710334,2.1983428010129056,3.615722656247544,80.24356506158021,95.08520098968586,95.9156853277876,83.15285551487352,1.007080078125,2.608642578122544,79.90685842787592,95.84700910396879,134.0,-2.4117024739558395,1.8577681737673192e-05,202.0050017964095
3,750.0,30.150000000000002,1.0,1.0,2.492322188654746,3.304295108484249,4.219970703122522,86.19898670556374,97.34426334172367,97.7112646456915,88.63460822378684,-1.007080078125,2.608642578122544,86.00034167026122,97.73249482813209,134.0,-2.4117024739558395,1.8577681737673192e-05,192.50493002310395
3,1000.0,40.2,1.0,1.0,2.2269627729958126,1.7233135586897692,3.8171386718724998,89.34390621347444,98.17979132386439,98.36065461987924,91.41266745089158,0.6042480468749778,2.608642578122544,89.19734540020283,98.35638804425119,134.0,-2.4117024739558395,1.8577681737673192e-05,192.4009959846735
3,1500.0,60.300000000000004,1.0,1.0,2.192582051284785,1.240048432113261,3.4143066406224776,92.31240848650934,98.50549983870674,98.5365962520989,93.67046598258855,1.4099121093750222,2.608642578122544,92.4210277414517,98.5366022903768,134.0,-2.4117024739558395,1.8577681737673192e-05,198.62809093482792
3,2000.0,80.4,1.0,1.0,2.666385247731895,2.807433943363782,3.4143066406224776,93.73884022153007,97.61470535642233,98.53659806272975,95.24491075660579,0.2014160156249556,2.608642578122544,93.80136058858189,98.53660264588208,134.0,-2.4117024739558395,1.8577681737673192e-05,210.27063399367034
3,3000.0,120.60000000000001,0.9633333333333334,0.8166666666666667,3.040381309686026,4.5322393291033,5.649414062502522,88.82850421123744,70.694593066475,98.5365998471388,90.58843023273255,6.646728515624978,2.608642578122544,88.80544500003705,98.53660264521706,134.0,-2.4117024739558395,1.8577681737673192e-05,240.19010325148702
3,5000.0,201.0,1.0,1.0,2.194175310285643,1.4525574734658424,3.8171386718724998,91.36367156074901,91.8722156329516,98.58232017984184,92.89636559755088,-0.6042480468749778,2.608642578122544,91.37318411361267,98.58229973555359,134.0,-2.4117024739558395,1.857768173766421e-05,277.05930664017797
4,100.0,4.0200000000000005,0.2833333333333333,0.0,10.13534785061221,16.142524539143,18.31909179687252,12.939375896737591,12.564150039271256,18.99668633843867,-13.74567005621692,-15.710449218749979,2.205810546872522,37.98680074641127,60.00046021143464,134.0,-2.4027506510391996,1.858058945274146e-05,278.4732927978039
